strategy_id,reason,day,n,first_seen_ts,last_seen_ts
v11_best_combined,"entry_price=0.979 outside [0.1, 0.4)",2026-05-03,3,1777773510,1777778880
v11_best_combined,category=unknown not in strategy whitelist,2026-05-03,3,1777770762,1777805900
v11_best_combined,hours_to_res=-493833.5 < 72,2026-05-03,3,1777800494,1777800502
v11_best_combined,"entry_price=0.985 outside [0.1, 0.4)",2026-05-03,3,1777777984,1777802064
v11_best_combined,price out of bounds: 0.9969999999814165,2026-05-03,3,1777799598,1777799600
v11_best_combined,price out of bounds: 0.9969999999864547,2026-05-03,3,1777799600,1777799600
v11_best_combined,"entry_price=0.977 outside [0.1, 0.4)",2026-05-03,3,1777791490,1777792378
v11_best_combined,hours_to_res=0.0 < 72,2026-05-02,3,1777766274,1777766292
v11_best_combined,hours_to_res=-493831.7 < 72,2026-05-03,3,1777793950,1777794262
v11_best_combined,"entry_price=0.410 outside [0.1, 0.4)",2026-05-03,3,1777775260,1777776162
v11_best_combined,hours_to_res=5796.8 > 2160h cap (=90.0d),2026-05-03,3,1777806774,1777806820
v11_best_combined,hours_to_res=5797.3 > 2160h cap (=90.0d),2026-05-03,3,1777804778,1777804778
v11_best_combined,hours_to_res=-493829.7 < 72,2026-05-03,3,1777786958,1777786986
v11_best_combined,"entry_price=0.988 outside [0.1, 0.4)",2026-05-03,3,1777777958,1777794204
v11_best_combined,hours_to_res=5798.3 > 2160h cap (=90.0d),2026-05-03,3,1777801176,1777801442
v11_best_combined,hours_to_res=-493829.2 < 72,2026-05-03,3,1777785156,1777785182
v11_best_combined,price out of bounds: 0.9969999999924786,2026-05-03,3,1777799600,1777799600
v11_best_combined,price out of bounds: 0.9969999989978283,2026-05-02,3,1777766224,1777766224
v11_best_combined,hours_to_res=-493828.2 < 72,2026-05-03,3,1777781528,1777781598
v11_best_combined,"entry_price=0.943 outside [0.1, 0.4)",2026-05-03,3,1777778878,1777786092
v11_best_combined,hours_to_res=5801.8 > 2160h cap (=90.0d),2026-05-03,3,1777788746,1777788848
v11_best_combined,"entry_price=0.950 outside [0.1, 0.4)",2026-05-03,3,1777776208,1777806816
v11_best_combined,"entry_price=0.920 outside [0.1, 0.4)",2026-05-03,3,1777767164,1777794206
v11_best_combined,"entry_price=0.993 outside [0.1, 0.4)",2026-05-03,3,1777779740,1777796668
v11_best_combined,"entry_price=0.973 outside [0.1, 0.4)",2026-05-02,3,1777759976,1777759976
v11_best_combined,"entry_price=0.994 outside [0.1, 0.4)",2026-05-03,3,1777768062,1777805904
v11_best_combined,"entry_price=0.510 outside [0.1, 0.4)",2026-05-03,3,1777770744,1777804768
v11_best_combined,hours_to_res=5809.3 > 2160h cap (=90.0d),2026-05-02,3,1777761706,1777761760
v11_best_combined,hours_to_res=5809.5 > 2160h cap (=90.0d),2026-05-02,3,1777760854,1777760878
v11_best_combined,"entry_price=0.995 outside [0.1, 0.4)",2026-05-02,3,1777759954,1777759976
v11_best_combined,hours_to_res=-493826.0 < 72,2026-05-03,3,1777773476,1777773492
v11_best_combined,"entry_price=0.065 outside [0.1, 0.4)",2026-05-02,3,1777756278,1777762656
v11_best_combined,"entry_price=0.024 outside [0.1, 0.4)",2026-05-02,3,1777754578,1777757266
v11_best_combined,"entry_price=0.540 outside [0.1, 0.4)",2026-05-03,3,1777770780,1777772556
v11_best_combined,"entry_price=0.041 outside [0.1, 0.4)",2026-05-03,3,1777773482,1777791476
v11_best_combined,hours_to_res=5811.3 > 2160h cap (=90.0d),2026-05-02,3,1777754490,1777754568
v11_best_combined,"entry_price=0.870 outside [0.1, 0.4)",2026-05-02,3,1777754540,1777759966
v11_best_combined,hours_to_res=5813.3 > 2160h cap (=90.0d),2026-05-03,3,1777790578,1777790606
v11_best_combined,"entry_price=0.670 outside [0.1, 0.4)",2026-05-03,3,1777776184,1777804098
v11_best_combined,price out of bounds: 0.9969999999715264,2026-05-03,3,1777799580,1777799580
v11_best_combined,"entry_price=0.039 outside [0.1, 0.4)",2026-05-02,3,1777752702,1777763504
v11_best_combined,hours_to_res=7960.0 > 2160h cap (=90.0d),2026-05-03,3,1777795138,1777795146
v11_best_combined,"entry_price=0.062 outside [0.1, 0.4)",2026-05-03,3,1777776118,1777794266
v11_best_combined,"entry_price=0.570 outside [0.1, 0.4)",2026-05-02,3,1777761764,1777764478
v11_best_combined,"entry_price=0.800 outside [0.1, 0.4)",2026-05-03,3,1777778876,1777795076
v11_best_combined,"entry_price=0.800 outside [0.1, 0.4)",2026-05-02,3,1777754580,1777766296
v11_best_combined,"entry_price=0.580 outside [0.1, 0.4)",2026-05-02,3,1777761772,1777761784
v11_best_combined,"entry_price=0.740 outside [0.1, 0.4)",2026-05-03,3,1777787010,1777804094
v11_best_combined,price out of bounds: 0.9969999999577182,2026-05-03,3,1777799632,1777799634
v11_best_combined,"entry_price=0.690 outside [0.1, 0.4)",2026-05-02,3,1777762652,1777763484
v11_best_combined,"entry_price=0.061 outside [0.1, 0.4)",2026-05-03,3,1777780666,1777789682
v11_best_combined,"entry_price=0.600 outside [0.1, 0.4)",2026-05-03,3,1777781548,1777791532
v11_best_combined,hours_to_res=-493823.2 < 72,2026-05-02,3,1777763506,1777763516
v11_best_combined,"entry_price=0.029 outside [0.1, 0.4)",2026-05-03,3,1777777008,1777802072
v11_best_combined,"entry_price=0.640 outside [0.1, 0.4)",2026-05-03,3,1777776126,1777780712
v11_best_combined,price out of bounds: 0.9969999997242013,2026-05-03,3,1777796656,1777796656
v11_best_combined,hours_to_res=5801.3 > 2160h cap (=90.0d),2026-05-03,2,1777790544,1777790552
v11_best_combined,"entry_price=0.053 outside [0.1, 0.4)",2026-05-02,2,1777759074,1777763510
v11_best_combined,"entry_price=0.934 outside [0.1, 0.4)",2026-05-02,2,1777762610,1777765366
v11_best_combined,"entry_price=0.940 outside [0.1, 0.4)",2026-05-03,2,1777777020,1777782468
v11_best_combined,"entry_price=0.957 outside [0.1, 0.4)",2026-05-03,2,1777780648,1777795736
v11_best_combined,"entry_price=0.067 outside [0.1, 0.4)",2026-05-03,2,1777775296,1777776120
v11_best_combined,"entry_price=0.068 outside [0.1, 0.4)",2026-05-03,2,1777771712,1777795968
v11_best_combined,"entry_price=0.980 outside [0.1, 0.4)",2026-05-02,2,1777756296,1777759954
v11_best_combined,"entry_price=0.071 outside [0.1, 0.4)",2026-05-03,2,1777787924,1777802300
v11_best_combined,"entry_price=0.072 outside [0.1, 0.4)",2026-05-02,2,1777764418,1777766274
v11_best_combined,"entry_price=0.987 outside [0.1, 0.4)",2026-05-03,2,1777796040,1777807508
v11_best_combined,price out of bounds: 0.9969999935859662,2026-05-03,2,1777793284,1777801392
v11_best_combined,"entry_price=0.073 outside [0.1, 0.4)",2026-05-03,2,1777769834,1777772570
v11_best_combined,"entry_price=0.074 outside [0.1, 0.4)",2026-05-03,2,1777779746,1777801450
v11_best_combined,"entry_price=0.075 outside [0.1, 0.4)",2026-05-03,2,1777774400,1777805024
v11_best_combined,"entry_price=0.993 outside [0.1, 0.4)",2026-05-02,2,1777759954,1777759976
v11_best_combined,hours_to_res=-493820.7 < 72,2026-05-02,2,1777754554,1777754566
v11_best_combined,price out of bounds: 0.996999999681461,2026-05-03,2,1777774350,1777774350
v11_best_combined,hours_to_res=-493822.5 < 72,2026-05-02,2,1777760846,1777760862
v11_best_combined,"entry_price=0.086 outside [0.1, 0.4)",2026-05-03,2,1777767142,1777767156
v11_best_combined,"entry_price=0.088 outside [0.1, 0.4)",2026-05-03,2,1777768906,1777773492
v11_best_combined,hours_to_res=-493825.2 < 72,2026-05-03,2,1777770766,1777770782
v11_best_combined,hours_to_res=-493825.7 < 72,2026-05-03,2,1777772506,1777772576
v11_best_combined,price out of bounds: 0.9969999999737631,2026-05-03,2,1777789686,1777801388
v11_best_combined,price out of bounds: 0.9969999999750749,2026-05-03,2,1777767170,1777789672
v11_best_combined,price out of bounds: 0.9969999999773409,2026-05-03,2,1777773426,1777784252
v11_best_combined,hours_to_res=-493829.5 < 72,2026-05-03,2,1777786050,1777786088
v11_best_combined,price out of bounds: 0.9969999999792292,2026-05-03,2,1777777960,1777789674
v11_best_combined,hours_to_res=-493831.9 < 72,2026-05-03,2,1777794848,1777794854
v11_best_combined,price out of bounds: 0.9969999999808269,2026-05-03,2,1777780702,1777801384
v11_best_combined,hours_to_res=-493832.7 < 72,2026-05-03,2,1777797822,1777797836
v11_best_combined,price out of bounds: 0.9969999999833833,2026-05-03,2,1777773496,1777799578
v11_best_combined,hours_to_res=-493834.2 < 72,2026-05-03,2,1777802968,1777802972
v11_best_combined,"entry_price=0.098 outside [0.1, 0.4)",2026-05-03,2,1777780650,1777791484
v11_best_combined,hours_to_res=-493834.7 < 72,2026-05-03,2,1777805014,1777805026
v11_best_combined,hours_to_res=-493834.9 < 72,2026-05-03,2,1777805684,1777805684
v11_best_combined,hours_to_res=-493835.4 < 72,2026-05-03,2,1777807504,1777807504
v11_best_combined,hours_to_res=-6.2 < 72,2026-05-03,2,1777788770,1777788772
v11_best_combined,price out of bounds: 0.9969999999861527,2026-05-02,2,1777753662,1777764458
v11_best_combined,hours_to_res=-8.7 < 72,2026-05-03,2,1777797814,1777797820
v11_best_combined,"entry_price=0.410 outside [0.1, 0.4)",2026-05-02,2,1777753680,1777759066
v11_best_combined,"entry_price=0.430 outside [0.1, 0.4)",2026-05-03,2,1777776172,1777778866
v11_best_combined,hours_to_res=5797.1 > 2160h cap (=90.0d),2026-05-03,2,1777805678,1777805684
v11_best_combined,hours_to_res=5798.1 > 2160h cap (=90.0d),2026-05-03,2,1777802070,1777802074
v11_best_combined,"entry_price=0.450 outside [0.1, 0.4)",2026-05-02,2,1777761722,1777766258
v11_best_combined,"entry_price=0.460 outside [0.1, 0.4)",2026-05-02,2,1777757220,1777764472
v11_best_combined,"entry_price=0.460 outside [0.1, 0.4)",2026-05-03,2,1777778942,1777790592
v11_best_combined,"entry_price=0.470 outside [0.1, 0.4)",2026-05-02,2,1777756280,1777762600
v11_best_combined,hours_to_res=5801.5 > 2160h cap (=90.0d),2026-05-03,2,1777789662,1777789664
v11_best_combined,hours_to_res=5802.3 > 2160h cap (=90.0d),2026-05-03,2,1777787012,1777787012
v11_best_combined,hours_to_res=5803.8 > 2160h cap (=90.0d),2026-05-03,2,1777781542,1777781552
v11_best_combined,hours_to_res=5804.3 > 2160h cap (=90.0d),2026-05-03,2,1777779766,1777779776
v11_best_combined,hours_to_res=5805.8 > 2160h cap (=90.0d),2026-05-03,2,1777774342,1777774376
v11_best_combined,"entry_price=0.500 outside [0.1, 0.4)",2026-05-03,2,1777776130,1777782452
v11_best_combined,"entry_price=0.530 outside [0.1, 0.4)",2026-05-02,2,1777759962,1777761762
v11_best_combined,hours_to_res=5809.8 > 2160h cap (=90.0d),2026-05-02,2,1777759962,1777759976
v11_best_combined,"entry_price=0.530 outside [0.1, 0.4)",2026-05-03,2,1777773492,1777776126
v11_best_combined,hours_to_res=5811.8 > 2160h cap (=90.0d),2026-05-02,2,1777752730,1777752738
v11_best_combined,hours_to_res=5828.1 > 2160h cap (=90.0d),2026-05-02,2,1777760790,1777760790
v11_best_combined,"entry_price=0.560 outside [0.1, 0.4)",2026-05-02,2,1777761720,1777761744
v11_best_combined,"entry_price=0.590 outside [0.1, 0.4)",2026-05-03,2,1777772556,1777776174
v11_best_combined,price out of bounds: 0.997999009983992,2026-05-03,2,1777794188,1777795080
v11_best_combined,"entry_price=0.660 outside [0.1, 0.4)",2026-05-02,2,1777752728,1777758180
v11_best_combined,price out of bounds: 0.9979999979840399,2026-05-03,2,1777793292,1777798742
v11_best_combined,"entry_price=0.660 outside [0.1, 0.4)",2026-05-03,2,1777800510,1777802366
v11_best_combined,"entry_price=0.014 outside [0.1, 0.4)",2026-05-02,2,1777754492,1777755470
v11_best_combined,"entry_price=0.011 outside [0.1, 0.4)",2026-05-02,2,1777766290,1777766290
v11_best_combined,"entry_price=0.697 outside [0.1, 0.4)",2026-05-02,2,1777756296,1777766276
v11_best_combined,"entry_price=0.700 outside [0.1, 0.4)",2026-05-03,2,1777781526,1777784334
v11_best_combined,"entry_price=0.028 outside [0.1, 0.4)",2026-05-02,2,1777755438,1777762654
v11_best_combined,"entry_price=0.730 outside [0.1, 0.4)",2026-05-02,2,1777759008,1777766268
v11_best_combined,"entry_price=0.730 outside [0.1, 0.4)",2026-05-03,2,1777799578,1777800564
v11_best_combined,"entry_price=0.732 outside [0.1, 0.4)",2026-05-02,2,1777766274,1777766274
v11_best_combined,"entry_price=0.750 outside [0.1, 0.4)",2026-05-03,2,1777777946,1777791510
v11_best_combined,price out of bounds: 0.998999001998999,2026-05-03,2,1777772556,1777786080
v11_best_combined,price out of bounds: 0.9989998545867573,2026-05-03,2,1777794262,1777794262
v11_best_combined,price out of bounds: 0.99899990099909,2026-05-03,2,1777776112,1777776112
v11_best_combined,"entry_price=0.797 outside [0.1, 0.4)",2026-05-02,2,1777765320,1777765322
v11_best_combined,"entry_price=0.814 outside [0.1, 0.4)",2026-05-03,2,1777796656,1777796882
v11_best_combined,"entry_price=0.838 outside [0.1, 0.4)",2026-05-02,2,1777752764,1777752768
v11_best_combined,price out of bounds: 0.9989999694463717,2026-05-03,2,1777794262,1777794262
v11_best_combined,"entry_price=0.839 outside [0.1, 0.4)",2026-05-02,2,1777752762,1777752762
v11_best_combined,"entry_price=0.860 outside [0.1, 0.4)",2026-05-02,2,1777757230,1777759066
v11_best_combined,"entry_price=0.880 outside [0.1, 0.4)",2026-05-02,2,1777752772,1777753662
v11_best_combined,"entry_price=0.880 outside [0.1, 0.4)",2026-05-03,2,1777804118,1777807678
v11_best_combined,price out of bounds: 0.9989999895047584,2026-05-03,2,1777805016,1777805028
v11_best_combined,price out of bounds: 0.9989999918246971,2026-05-03,2,1777781550,1777787866
v11_best_combined,"entry_price=0.046 outside [0.1, 0.4)",2026-05-03,2,1777775236,1777775238
v11_best_combined,"entry_price=0.048 outside [0.1, 0.4)",2026-05-02,2,1777756282,1777762648
v11_best_combined,"entry_price=0.049 outside [0.1, 0.4)",2026-05-03,2,1777768074,1777802304
v11_best_combined,"entry_price=0.920 outside [0.1, 0.4)",2026-05-02,2,1777759976,1777765366
v11_best_combined,price out of bounds: 0.998999995999005,2026-05-02,2,1777756278,1777756294
v11_best_combined,price out of bounds: 0.9969999997272107,2026-05-03,1,1777776170,1777776170
v11_best_combined,price out of bounds: 0.9969999997681338,2026-05-03,1,1777791506,1777791506
v11_best_combined,price out of bounds: 0.9969999997754491,2026-05-03,1,1777767142,1777767142
v11_best_combined,price out of bounds: 0.9969999999261465,2026-05-03,1,1777777050,1777777050
v11_best_combined,price out of bounds: 0.9969999999416955,2026-05-03,1,1777801398,1777801398
v11_best_combined,price out of bounds: 0.9969999999511154,2026-05-03,1,1777804098,1777804098
v11_best_combined,price out of bounds: 0.9969999999534219,2026-05-03,1,1777805018,1777805018
v11_best_combined,price out of bounds: 0.9969999999561467,2026-05-03,1,1777793956,1777793956
v11_best_combined,price out of bounds: 0.9969999999593807,2026-05-03,1,1777795996,1777795996
v11_best_combined,price out of bounds: 0.9969999999607093,2026-05-03,1,1777801444,1777801444
v11_best_combined,price out of bounds: 0.9969999999607325,2026-05-03,1,1777793948,1777793948
v11_best_combined,price out of bounds: 0.9969999999640654,2026-05-03,1,1777797528,1777797528
v11_best_combined,price out of bounds: 0.9969999999642203,2026-05-03,1,1777794198,1777794198
v11_best_combined,price out of bounds: 0.9969999999648758,2026-05-03,1,1777796036,1777796036
v11_best_combined,price out of bounds: 0.9969999999655135,2026-05-03,1,1777795740,1777795740
v11_best_combined,price out of bounds: 0.996999999966431,2026-05-02,1,1777759918,1777759918
v11_best_combined,price out of bounds: 0.9969999999671553,2026-05-03,1,1777804130,1777804130
v11_best_combined,price out of bounds: 0.9969999999709752,2026-05-03,1,1777798688,1777798688
v11_best_combined,price out of bounds: 0.9969999999734134,2026-05-03,1,1777777920,1777777920
v11_best_combined,price out of bounds: 0.9969999999736522,2026-05-03,1,1777793274,1777793274
v11_best_combined,price out of bounds: 0.9969999999738902,2026-05-03,1,1777792416,1777792416
v11_best_combined,price out of bounds: 0.9969999999741039,2026-05-02,1,1777766282,1777766282
v11_best_combined,price out of bounds: 0.9969999999747595,2026-05-02,1,1777766294,1777766294
v11_best_combined,price out of bounds: 0.9969999999747595,2026-05-03,1,1777795122,1777795122
v11_best_combined,price out of bounds: 0.996999999974978,2026-05-03,1,1777801440,1777801440
v11_best_combined,price out of bounds: 0.9969999999758742,2026-05-02,1,1777754502,1777754502
v11_best_combined,price out of bounds: 0.9969999999759759,2026-05-02,1,1777758998,1777758998
v11_best_combined,price out of bounds: 0.9969999999759759,2026-05-03,1,1777787942,1777787942
v11_best_combined,price out of bounds: 0.9969999999761767,2026-05-02,1,1777754538,1777754538
v11_best_combined,price out of bounds: 0.9969999999762619,2026-05-03,1,1777796878,1777796878
v11_best_combined,price out of bounds: 0.9969999999768139,2026-05-02,1,1777757204,1777757204
v11_best_combined,price out of bounds: 0.9969999999768139,2026-05-03,1,1777773474,1777773474
v11_best_combined,price out of bounds: 0.9969999999769958,2026-05-03,1,1777804102,1777804102
v11_best_combined,price out of bounds: 0.9969999999770804,2026-05-03,1,1777800518,1777800518
v11_best_combined,price out of bounds: 0.9969999999773409,2026-05-02,1,1777756288,1777756288
v11_best_combined,price out of bounds: 0.9969999999775955,2026-05-03,1,1777785150,1777785150
v11_best_combined,price out of bounds: 0.9969999999780879,2026-05-03,1,1777792124,1777792124
v11_best_combined,price out of bounds: 0.996999999978326,2026-05-03,1,1777793022,1777793022
v11_best_combined,price out of bounds: 0.9969999999784105,2026-05-02,1,1777757268,1777757268
v11_best_combined,price out of bounds: 0.996999999978492,2026-05-02,1,1777754536,1777754536
v11_best_combined,price out of bounds: 0.9969999999785591,2026-05-02,1,1777765376,1777765376
v11_best_combined,price out of bounds: 0.9969999999786463,2026-05-03,1,1777802292,1777802292
v11_best_combined,price out of bounds: 0.996999999978944,2026-05-03,1,1777804122,1777804122
v11_best_combined,price out of bounds: 0.9969999999798586,2026-05-03,1,1777791486,1777791486
v11_best_combined,price out of bounds: 0.99699999998006,2026-05-02,1,1777764414,1777764414
v11_best_combined,price out of bounds: 0.996999999980374,2026-05-03,1,1777773490,1777773490
v11_best_combined,price out of bounds: 0.9969999999806407,2026-05-03,1,1777799378,1777799378
v11_best_combined,price out of bounds: 0.9969999999810095,2026-05-03,1,1777796938,1777796938
v11_best_combined,price out of bounds: 0.9969999999811886,2026-05-03,1,1777807678,1777807678
v11_best_combined,price out of bounds: 0.996999999981537,2026-05-02,1,1777754552,1777754552
v11_best_combined,price out of bounds: 0.996999999981537,2026-05-03,1,1777792376,1777792376
v11_best_combined,price out of bounds: 0.9969999999817566,2026-05-03,1,1777800298,1777800298
v11_best_combined,price out of bounds: 0.9969999999828915,2026-05-02,1,1777755450,1777755450
v11_best_combined,price out of bounds: 0.9969999999841745,2026-05-03,1,1777790616,1777790616
v11_best_combined,price out of bounds: 0.9969999999844267,2026-05-03,1,1777796670,1777796670
v11_best_combined,price out of bounds: 0.996999999984497,2026-05-03,1,1777805904,1777805904
v11_best_combined,price out of bounds: 0.9969999999847273,2026-05-03,1,1777804776,1777804776
v11_best_combined,price out of bounds: 0.9969999999848939,2026-05-02,1,1777764478,1777764478
v11_best_combined,price out of bounds: 0.9969999999851149,2026-05-03,1,1777778858,1777778858
v11_best_combined,price out of bounds: 0.9969999999855507,2026-05-02,1,1777756360,1777756360
v11_best_combined,price out of bounds: 0.9969999999859577,2026-05-03,1,1777806612,1777806612
v11_best_combined,price out of bounds: 0.9969999999860715,2026-05-03,1,1777795144,1777795144
v11_best_combined,price out of bounds: 0.9969999999861412,2026-05-03,1,1777799584,1777799584
v11_best_combined,price out of bounds: 0.9969999999861489,2026-05-03,1,1777804774,1777804774
v11_best_combined,price out of bounds: 0.9969999999862007,2026-05-02,1,1777761742,1777761742
v11_best_combined,price out of bounds: 0.9969999999870905,2026-05-03,1,1777800298,1777800298
v11_best_combined,price out of bounds: 0.9969999999877819,2026-05-02,1,1777756386,1777756386
v11_best_combined,price out of bounds: 0.9969999999877848,2026-05-02,1,1777765380,1777765380
v11_best_combined,price out of bounds: 0.9969999999880226,2026-05-03,1,1777795998,1777795998
v11_best_combined,price out of bounds: 0.996999999988114,2026-05-03,1,1777802064,1777802064
v11_best_combined,price out of bounds: 0.9969999999881634,2026-05-03,1,1777771690,1777771690
v11_best_combined,price out of bounds: 0.9969999999893026,2026-05-02,1,1777755448,1777755448
v11_best_combined,price out of bounds: 0.9969999999893083,2026-05-03,1,1777800516,1777800516
v11_best_combined,price out of bounds: 0.9969999999895053,2026-05-03,1,1777805688,1777805688
v11_best_combined,price out of bounds: 0.9969999999897217,2026-05-03,1,1777776214,1777776214
v11_best_combined,price out of bounds: 0.9969999999898421,2026-05-03,1,1777801406,1777801406
v11_best_combined,price out of bounds: 0.9969999999901511,2026-05-03,1,1777793340,1777793340
v11_best_combined,price out of bounds: 0.9969999999902417,2026-05-03,1,1777806606,1777806606
v11_best_combined,price out of bounds: 0.9969999999902566,2026-05-03,1,1777799638,1777799638
v11_best_combined,price out of bounds: 0.9969999999905907,2026-05-03,1,1777801396,1777801396
v11_best_combined,price out of bounds: 0.9969999999905921,2026-05-02,1,1777753650,1777753650
v11_best_combined,price out of bounds: 0.9969999999907255,2026-05-03,1,1777774340,1777774340
v11_best_combined,price out of bounds: 0.9969999999907685,2026-05-03,1,1777776172,1777776172
v11_best_combined,price out of bounds: 0.996999999990811,2026-05-03,1,1777786090,1777786090
v11_best_combined,price out of bounds: 0.9969999999916324,2026-05-03,1,1777804758,1777804758
v11_best_combined,price out of bounds: 0.9969999999920297,2026-05-03,1,1777801438,1777801438
v11_best_combined,price out of bounds: 0.996999999992412,2026-05-03,1,1777801190,1777801190
v11_best_combined,price out of bounds: 0.9969999999927115,2026-05-03,1,1777794182,1777794182
v11_best_combined,price out of bounds: 0.9969999999929235,2026-05-03,1,1777803202,1777803202
v11_best_combined,price out of bounds: 0.9969999999930297,2026-05-02,1,1777765376,1777765376
v11_best_combined,price out of bounds: 0.9969999999933467,2026-05-03,1,1777778930,1777778930
v11_best_combined,price out of bounds: 0.9969999999934623,2026-05-03,1,1777776186,1777776186
v11_best_combined,price out of bounds: 0.9969999999935403,2026-05-03,1,1777794854,1777794854
v11_best_combined,price out of bounds: 0.9969999999936092,2026-05-03,1,1777769824,1777769824
v11_best_combined,price out of bounds: 0.9969999999936359,2026-05-03,1,1777775284,1777775284
v11_best_combined,price out of bounds: 0.9969999999936496,2026-05-03,1,1777792140,1777792140
v11_best_combined,price out of bounds: 0.9969999999939331,2026-05-02,1,1777753576,1777753576
v11_best_combined,price out of bounds: 0.9969999999939392,2026-05-03,1,1777787846,1777787846
v11_best_combined,price out of bounds: 0.9969999999940299,2026-05-03,1,1777801388,1777801388
v11_best_combined,price out of bounds: 0.9969999999940655,2026-05-03,1,1777791504,1777791504
v11_best_combined,price out of bounds: 0.9969999999941006,2026-05-03,1,1777771696,1777771696
v11_best_combined,price out of bounds: 0.9969999999942369,2026-05-03,1,1777797804,1777797804
v11_best_combined,price out of bounds: 0.9969999999943029,2026-05-03,1,1777780678,1777780678
v11_best_combined,price out of bounds: 0.9969999999945982,2026-05-03,1,1777796010,1777796010
v11_best_combined,price out of bounds: 0.9969999999949104,2026-05-03,1,1777793020,1777793020
v11_best_combined,price out of bounds: 0.9969999999957956,2026-05-03,1,1777796000,1777796000
v11_best_combined,price out of bounds: 0.9969999999959549,2026-05-02,1,1777757274,1777757274
v11_best_combined,price out of bounds: 0.9969999999961704,2026-05-03,1,1777801414,1777801414
v11_best_combined,price out of bounds: 0.9969999999962045,2026-05-03,1,1777779756,1777779756
v11_best_combined,price out of bounds: 0.996999999996348,2026-05-03,1,1777772618,1777772618
v11_best_combined,price out of bounds: 0.9969999999964645,2026-05-03,1,1777791460,1777791460
v11_best_combined,price out of bounds: 0.9969999999964895,2026-05-03,1,1777772618,1777772618
v11_best_combined,price out of bounds: 0.9969999999969056,2026-05-03,1,1777787852,1777787852
v11_best_combined,price out of bounds: 0.9969999999976451,2026-05-03,1,1777771650,1777771650
v11_best_combined,price out of bounds: 0.9969999999985878,2026-05-03,1,1777796040,1777796040
v11_best_combined,price out of bounds: 0.9969999999990445,2026-05-03,1,1777788766,1777788766
v11_best_combined,price out of bounds: 0.9969999999994144,2026-05-03,1,1777796930,1777796930
v11_best_combined,price out of bounds: 0.9969999999995195,2026-05-03,1,1777789686,1777789686
v11_best_combined,price out of bounds: 0.997001998001998,2026-05-03,1,1777799376,1777799376
v11_best_combined,price out of bounds: 0.9970029959970289,2026-05-02,1,1777760848,1777760848
v11_best_combined,price out of bounds: 0.9971557560951289,2026-05-03,1,1777788850,1777788850
v11_best_combined,price out of bounds: 0.99718276580959,2026-05-03,1,1777807504,1777807504
v11_best_combined,price out of bounds: 0.997197,2026-05-02,1,1777763514,1777763514
v11_best_combined,price out of bounds: 0.9972415169660679,2026-05-03,1,1777792394,1777792394
v11_best_combined,price out of bounds: 0.9972457389635316,2026-05-03,1,1777772582,1777772582
v11_best_combined,price out of bounds: 0.9973351063829787,2026-05-03,1,1777792136,1777792136
v11_best_combined,price out of bounds: 0.997512767614677,2026-05-02,1,1777759962,1777759962
v11_best_combined,price out of bounds: 0.9975465340763967,2026-05-03,1,1777777926,1777777926
v11_best_combined,price out of bounds: 0.9975936550793115,2026-05-03,1,1777788854,1777788854
v11_best_combined,price out of bounds: 0.997597258347979,2026-05-03,1,1777805930,1777805930
v11_best_combined,price out of bounds: 0.9976597347799879,2026-05-03,1,1777798716,1777798716
v11_best_combined,price out of bounds: 0.9977142211055277,2026-05-03,1,1777794174,1777794174
v11_best_combined,price out of bounds: 0.9977365325805693,2026-05-02,1,1777758118,1777758118
v11_best_combined,price out of bounds: 0.9977586066408637,2026-05-03,1,1777789756,1777789756
v11_best_combined,price out of bounds: 0.9978050370429619,2026-05-03,1,1777792116,1777792116
v11_best_combined,price out of bounds: 0.9978129683972701,2026-05-03,1,1777795134,1777795134
v11_best_combined,price out of bounds: 0.9978355585150658,2026-05-03,1,1777778936,1777778936
v11_best_combined,price out of bounds: 0.9978548698657991,2026-05-03,1,1777792378,1777792378
v11_best_combined,price out of bounds: 0.9978614243077433,2026-05-03,1,1777771676,1777771676
v11_best_combined,price out of bounds: 0.9978706769491171,2026-05-03,1,1777804990,1777804990
v11_best_combined,price out of bounds: 0.99787475,2026-05-03,1,1777768074,1777768074
v11_best_combined,price out of bounds: 0.9979201596806387,2026-05-03,1,1777772616,1777772616
v11_best_combined,price out of bounds: 0.9979445229776225,2026-05-03,1,1777793284,1777793284
v11_best_combined,price out of bounds: 0.9979596928982726,2026-05-03,1,1777800486,1777800486
v11_best_combined,price out of bounds: 0.9979916454495897,2026-05-03,1,1777798684,1777798684
v11_best_combined,price out of bounds: 0.9979956511234598,2026-05-03,1,1777790546,1777790546
v11_best_combined,price out of bounds: 0.9979991057127733,2026-05-03,1,1777798674,1777798674
v11_best_combined,price out of bounds: 0.9979993919871273,2026-05-03,1,1777798706,1777798706
v11_best_combined,price out of bounds: 0.9979995079857505,2026-05-03,1,1777797810,1777797810
v11_best_combined,price out of bounds: 0.9979998612536102,2026-05-03,1,1777803886,1777803886
v11_best_combined,price out of bounds: 0.9979998746511823,2026-05-03,1,1777795966,1777795966
v11_best_combined,price out of bounds: 0.9979999093619457,2026-05-03,1,1777790588,1777790588
v11_best_combined,price out of bounds: 0.997999931061225,2026-05-02,1,1777753668,1777753668
v11_best_combined,price out of bounds: 0.9979999454842462,2026-05-03,1,1777792368,1777792368
v11_best_combined,price out of bounds: 0.9979999512298044,2026-05-03,1,1777801444,1777801444
