strategy_id,reason,day,n,first_seen_ts,last_seen_ts
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999761767,2026-05-02,1,1777754538,1777754538
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999762619,2026-05-03,1,1777796878,1777796878
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999768139,2026-05-02,1,1777757204,1777757204
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999768139,2026-05-03,1,1777773474,1777773474
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999769958,2026-05-03,1,1777804102,1777804102
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999770804,2026-05-03,1,1777800518,1777800518
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999773409,2026-05-02,1,1777756288,1777756288
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999775955,2026-05-03,1,1777785150,1777785150
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999780879,2026-05-03,1,1777792124,1777792124
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999978326,2026-05-03,1,1777793022,1777793022
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999784105,2026-05-02,1,1777757268,1777757268
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999978492,2026-05-02,1,1777754536,1777754536
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999785591,2026-05-02,1,1777765376,1777765376
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999786463,2026-05-03,1,1777802292,1777802292
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999978944,2026-05-03,1,1777804122,1777804122
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999798586,2026-05-03,1,1777791486,1777791486
geo_deep_longshot_v2_skipwed,price out of bounds: 0.99699999998006,2026-05-02,1,1777764414,1777764414
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999980374,2026-05-03,1,1777773490,1777773490
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999806407,2026-05-03,1,1777799378,1777799378
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999810095,2026-05-03,1,1777796938,1777796938
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999811886,2026-05-03,1,1777807678,1777807678
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999981537,2026-05-02,1,1777754552,1777754552
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999981537,2026-05-03,1,1777792376,1777792376
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999817566,2026-05-03,1,1777800298,1777800298
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999828915,2026-05-02,1,1777755450,1777755450
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999841745,2026-05-03,1,1777790616,1777790616
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999844267,2026-05-03,1,1777796670,1777796670
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999984497,2026-05-03,1,1777805904,1777805904
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999847273,2026-05-03,1,1777804776,1777804776
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999848939,2026-05-02,1,1777764478,1777764478
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999851149,2026-05-03,1,1777778858,1777778858
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999855507,2026-05-02,1,1777756360,1777756360
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999859577,2026-05-03,1,1777806612,1777806612
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999860715,2026-05-03,1,1777795144,1777795144
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999861412,2026-05-03,1,1777799584,1777799584
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999861489,2026-05-03,1,1777804774,1777804774
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999862007,2026-05-02,1,1777761742,1777761742
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999870905,2026-05-03,1,1777800298,1777800298
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999877819,2026-05-02,1,1777756386,1777756386
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999877848,2026-05-02,1,1777765380,1777765380
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999880226,2026-05-03,1,1777795998,1777795998
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999988114,2026-05-03,1,1777802064,1777802064
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999881634,2026-05-03,1,1777771690,1777771690
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999893026,2026-05-02,1,1777755448,1777755448
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999893083,2026-05-03,1,1777800516,1777800516
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999895053,2026-05-03,1,1777805688,1777805688
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999897217,2026-05-03,1,1777776214,1777776214
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999898421,2026-05-03,1,1777801406,1777801406
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999901511,2026-05-03,1,1777793340,1777793340
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999902417,2026-05-03,1,1777806606,1777806606
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999902566,2026-05-03,1,1777799638,1777799638
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999905907,2026-05-03,1,1777801396,1777801396
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999905921,2026-05-02,1,1777753650,1777753650
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999907255,2026-05-03,1,1777774340,1777774340
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999907685,2026-05-03,1,1777776172,1777776172
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999990811,2026-05-03,1,1777786090,1777786090
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999916324,2026-05-03,1,1777804758,1777804758
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999920297,2026-05-03,1,1777801438,1777801438
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999992412,2026-05-03,1,1777801190,1777801190
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999927115,2026-05-03,1,1777794182,1777794182
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999929235,2026-05-03,1,1777803202,1777803202
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999930297,2026-05-02,1,1777765376,1777765376
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999933467,2026-05-03,1,1777778930,1777778930
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999934623,2026-05-03,1,1777776186,1777776186
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999935403,2026-05-03,1,1777794854,1777794854
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999936092,2026-05-03,1,1777769824,1777769824
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999936359,2026-05-03,1,1777775284,1777775284
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999936496,2026-05-03,1,1777792140,1777792140
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999939331,2026-05-02,1,1777753576,1777753576
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999939392,2026-05-03,1,1777787846,1777787846
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999940299,2026-05-03,1,1777801388,1777801388
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999940655,2026-05-03,1,1777791504,1777791504
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999941006,2026-05-03,1,1777771696,1777771696
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999942369,2026-05-03,1,1777797804,1777797804
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999943029,2026-05-03,1,1777780678,1777780678
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999945982,2026-05-03,1,1777796010,1777796010
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999949104,2026-05-03,1,1777793020,1777793020
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999957956,2026-05-03,1,1777796000,1777796000
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999959549,2026-05-02,1,1777757274,1777757274
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999961704,2026-05-03,1,1777801414,1777801414
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999962045,2026-05-03,1,1777779756,1777779756
geo_deep_longshot_v2_skipwed,price out of bounds: 0.996999999996348,2026-05-03,1,1777772618,1777772618
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999964645,2026-05-03,1,1777791460,1777791460
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999964895,2026-05-03,1,1777772618,1777772618
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999969056,2026-05-03,1,1777787852,1777787852
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999976451,2026-05-03,1,1777771650,1777771650
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999985878,2026-05-03,1,1777796040,1777796040
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999990445,2026-05-03,1,1777788766,1777788766
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999994144,2026-05-03,1,1777796930,1777796930
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9969999999995195,2026-05-03,1,1777789686,1777789686
geo_deep_longshot_v2_skipwed,price out of bounds: 0.997001998001998,2026-05-03,1,1777799376,1777799376
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9970029959970289,2026-05-02,1,1777760848,1777760848
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9971557560951289,2026-05-03,1,1777788850,1777788850
geo_deep_longshot_v2_skipwed,price out of bounds: 0.99718276580959,2026-05-03,1,1777807504,1777807504
geo_deep_longshot_v2_skipwed,price out of bounds: 0.997197,2026-05-02,1,1777763514,1777763514
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9972415169660679,2026-05-03,1,1777792394,1777792394
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9972457389635316,2026-05-03,1,1777772582,1777772582
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9973351063829787,2026-05-03,1,1777792136,1777792136
geo_deep_longshot_v2_skipwed,price out of bounds: 0.997512767614677,2026-05-02,1,1777759962,1777759962
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9975465340763967,2026-05-03,1,1777777926,1777777926
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9975936550793115,2026-05-03,1,1777788854,1777788854
geo_deep_longshot_v2_skipwed,price out of bounds: 0.997597258347979,2026-05-03,1,1777805930,1777805930
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9976597347799879,2026-05-03,1,1777798716,1777798716
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9977142211055277,2026-05-03,1,1777794174,1777794174
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9977365325805693,2026-05-02,1,1777758118,1777758118
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9977586066408637,2026-05-03,1,1777789756,1777789756
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9978050370429619,2026-05-03,1,1777792116,1777792116
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9978129683972701,2026-05-03,1,1777795134,1777795134
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9978355585150658,2026-05-03,1,1777778936,1777778936
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9978548698657991,2026-05-03,1,1777792378,1777792378
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9978614243077433,2026-05-03,1,1777771676,1777771676
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9978706769491171,2026-05-03,1,1777804990,1777804990
geo_deep_longshot_v2_skipwed,price out of bounds: 0.99787475,2026-05-03,1,1777768074,1777768074
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979201596806387,2026-05-03,1,1777772616,1777772616
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979445229776225,2026-05-03,1,1777793284,1777793284
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979596928982726,2026-05-03,1,1777800486,1777800486
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979916454495897,2026-05-03,1,1777798684,1777798684
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979943152209958,2026-05-02,1,1777754498,1777754498
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979956511234598,2026-05-03,1,1777790546,1777790546
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979991057127733,2026-05-03,1,1777798674,1777798674
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979993919871273,2026-05-03,1,1777798706,1777798706
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979995079857505,2026-05-03,1,1777797810,1777797810
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979998612536102,2026-05-03,1,1777803886,1777803886
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979998746511823,2026-05-03,1,1777795966,1777795966
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999093619457,2026-05-03,1,1777790588,1777790588
geo_deep_longshot_v2_skipwed,price out of bounds: 0.997999931061225,2026-05-02,1,1777753668,1777753668
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999454842462,2026-05-03,1,1777792368,1777792368
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999512298044,2026-05-03,1,1777801444,1777801444
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999862449561,2026-05-03,1,1777804098,1777804098
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999948778596,2026-05-02,1,1777752690,1777752690
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999955996471,2026-05-03,1,1777804778,1777804778
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9980109863864342,2026-05-02,1,1777759964,1777759964
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9981113615425112,2026-05-03,1,1777784330,1777784330
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9981244505927469,2026-05-03,1,1777786978,1777786978
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9981268301886792,2026-05-03,1,1777772562,1777772562
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9981589717993511,2026-05-02,1,1777766228,1777766228
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9982661795407098,2026-05-03,1,1777789656,1777789656
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9983244264580887,2026-05-03,1,1777805892,1777805892
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9983336666666667,2026-05-03,1,1777774374,1777774374
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9983431941780732,2026-05-03,1,1777787014,1777787014
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998354,2026-05-03,1,1777787848,1777787848
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9983944396003754,2026-05-02,1,1777764408,1777764408
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9985651869696031,2026-05-03,1,1777777934,1777777934
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9985756,2026-05-03,1,1777779770,1777779770
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9985993265993266,2026-05-03,1,1777779782,1777779782
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9986223333333333,2026-05-03,1,1777782504,1777782504
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9987003894936582,2026-05-03,1,1777799382,1777799382
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9987420887561741,2026-05-03,1,1777793268,1777793268
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9987934722128533,2026-05-03,1,1777804096,1777804096
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9987990411506192,2026-05-03,1,1777777926,1777777926
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9987996353363121,2026-05-03,1,1777777034,1777777034
geo_deep_longshot_v2_skipwed,price out of bounds: 0.99880002,2026-05-03,1,1777800300,1777800300
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988019017432647,2026-05-03,1,1777792140,1777792140
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988061938061938,2026-05-03,1,1777777016,1777777016
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988399139407944,2026-05-03,1,1777804092,1777804092
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988442001970695,2026-05-03,1,1777796930,1777796930
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988486665828343,2026-05-03,1,1777771644,1777771644
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988786787369575,2026-05-03,1,1777777070,1777777070
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9988810956517004,2026-05-03,1,1777800518,1777800518
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989174524835424,2026-05-02,1,1777754538,1777754538
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989382638671263,2026-05-03,1,1777805918,1777805918
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989525057320668,2026-05-03,1,1777787870,1777787870
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989795173974664,2026-05-03,1,1777801454,1777801454
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989992616079573,2026-05-03,1,1777797834,1777797834
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989994967438577,2026-05-03,1,1777786978,1777786978
geo_deep_longshot_v2_skipwed,price out of bounds: 0.99899954060538,2026-05-03,1,1777788832,1777788832
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989997182304875,2026-05-03,1,1777807680,1777807680
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989998470761184,2026-05-03,1,1777795098,1777795098
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989998761239999,2026-05-03,1,1777789722,1777789722
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998999913944821,2026-05-03,1,1777805898,1777805898
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998999932281521,2026-05-03,1,1777770740,1777770740
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999326173027,2026-05-03,1,1777770772,1777770772
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999419642911,2026-05-03,1,1777805892,1777805892
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999438898473,2026-05-03,1,1777770770,1777770770
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999445390746,2026-05-03,1,1777772608,1777772608
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999453748721,2026-05-03,1,1777770742,1777770742
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998999948367471,2026-05-03,1,1777805896,1777805896
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998999949804971,2026-05-03,1,1777770768,1777770768
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999505397014,2026-05-03,1,1777770764,1777770764
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999577174321,2026-05-03,1,1777770744,1777770744
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999605019623,2026-05-03,1,1777783406,1777783406
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999618563552,2026-05-03,1,1777772512,1777772512
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999634045446,2026-05-03,1,1777770774,1777770774
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999691030619,2026-05-03,1,1777794256,1777794256
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999695295166,2026-05-03,1,1777789738,1777789738
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999696261123,2026-05-03,1,1777804988,1777804988
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998999969927005,2026-05-03,1,1777777952,1777777952
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999706354519,2026-05-03,1,1777805896,1777805896
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999707093318,2026-05-03,1,1777805912,1777805912
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999763215137,2026-05-03,1,1777770746,1777770746
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999789684193,2026-05-03,1,1777805922,1777805922
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999792598908,2026-05-03,1,1777804086,1777804086
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999797431047,2026-05-03,1,1777770736,1777770736
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999809990197,2026-05-03,1,1777801438,1777801438
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999812278199,2026-05-03,1,1777770766,1777770766
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999833274076,2026-05-03,1,1777787940,1777787940
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999865062607,2026-05-03,1,1777801460,1777801460
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999867132998,2026-05-03,1,1777796952,1777796952
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999881784999,2026-05-03,1,1777797838,1777797838
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999886372486,2026-05-03,1,1777805908,1777805908
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999888038901,2026-05-03,1,1777805930,1777805930
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999893711046,2026-05-03,1,1777806008,1777806008
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999894420294,2026-05-03,1,1777787880,1777787880
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999901294455,2026-05-03,1,1777806006,1777806006
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999902463225,2026-05-03,1,1777805918,1777805918
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999908979998,2026-05-03,1,1777805904,1777805904
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999909990099,2026-05-02,1,1777754576,1777754576
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999915009361,2026-05-03,1,1777770726,1777770726
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999917590168,2026-05-03,1,1777803186,1777803186
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999920681824,2026-05-03,1,1777794254,1777794254
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999921494512,2026-05-03,1,1777804752,1777804752
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999922268001,2026-05-03,1,1777770760,1777770760
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999922270789,2026-05-03,1,1777799616,1777799616
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999927345454,2026-05-03,1,1777799586,1777799586
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999928022868,2026-05-03,1,1777780700,1777780700
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999949751222,2026-05-03,1,1777805892,1777805892
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999980228125,2026-05-03,1,1777776130,1777776130
geo_deep_longshot_v2_skipwed,price out of bounds: 0.998999998998998,2026-05-02,1,1777755380,1777755380
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999991573812,2026-05-03,1,1777768934,1777768934
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9989999998052439,2026-05-02,1,1777766286,1777766286
geo_deep_longshot_v2_skipwed,price out of bounds: 0.9979999841737262,2026-05-03,1,1777793038,1777793038
geo_deep_longshot_v2_skipwed,"entry_price=0.014 outside [0.05, 0.15)",2026-05-03,1,1777793032,1777793032
geo_deep_longshot_v2_skipwed,"entry_price=0.014 outside [0.05, 0.15)",2026-05-02,1,1777754492,1777754492
geo_deep_longshot_v2_skipwed,"entry_price=0.010 outside [0.05, 0.15)",2026-05-03,1,1777771652,1777771652
geo_deep_longshot_v2_skipwed,"entry_price=0.024 outside [0.05, 0.15)",2026-05-03,1,1777780650,1777780650
geo_deep_longshot_v2_skipwed,"entry_price=0.028 outside [0.05, 0.15)",2026-05-02,1,1777762654,1777762654
geo_deep_longshot_v2_skipwed,"entry_price=0.009 outside [0.05, 0.15)",2026-05-03,1,1777776120,1777776120
geo_deep_longshot_v2_skipwed,"entry_price=0.007 outside [0.05, 0.15)",2026-05-03,1,1777801456,1777801456
geo_deep_longshot_v2_skipwed,"entry_price=0.005 outside [0.05, 0.15)",2026-05-03,1,1777803218,1777803218
geo_deep_longshot_v2_skipwed,category=tradeable_medical not in strategy whitelist,2026-05-03,1,1777795070,1777795070
geo_deep_longshot_v2_skipwed,category=tradeable_medical not in strategy whitelist,2026-05-02,1,1777760874,1777760874
geo_deep_longshot_v2_skipwed,"entry_price=0.020 outside [0.05, 0.15)",2026-05-02,1,1777763492,1777763492
geo_deep_longshot_v2_skipwed,"entry_price=0.015 outside [0.05, 0.15)",2026-05-02,1,1777759954,1777759954
geo_deep_longshot_v2_skipwed,"entry_price=0.032 outside [0.05, 0.15)",2026-05-03,1,1777787028,1777787028
geo_deep_longshot_v2_skipwed,"entry_price=0.037 outside [0.05, 0.15)",2026-05-03,1,1777801406,1777801406
geo_deep_longshot_v2_skipwed,"entry_price=0.039 outside [0.05, 0.15)",2026-05-03,1,1777798676,1777798676
geo_deep_longshot_v2_skipwed,"entry_price=0.040 outside [0.05, 0.15)",2026-05-03,1,1777803888,1777803888
geo_deep_longshot_v2_skipwed,"entry_price=0.041 outside [0.05, 0.15)",2026-05-02,1,1777754540,1777754540
geo_deep_longshot_v2_skipwed,"entry_price=0.041 outside [0.05, 0.15)",2026-05-03,1,1777791476,1777791476
geo_deep_longshot_v2_skipwed,"entry_price=0.048 outside [0.05, 0.15)",2026-05-02,1,1777762648,1777762648
geo_deep_longshot_v2_skipwed,"entry_price=0.156 outside [0.05, 0.15)",2026-05-03,1,1777767098,1777767098
geo_deep_longshot_v2_skipwed,"entry_price=0.160 outside [0.05, 0.15)",2026-05-02,1,1777766224,1777766224
geo_deep_longshot_v2_skipwed,"entry_price=0.165 outside [0.05, 0.15)",2026-05-03,1,1777789728,1777789728
geo_deep_longshot_v2_skipwed,"entry_price=0.173 outside [0.05, 0.15)",2026-05-03,1,1777768018,1777768018
geo_deep_longshot_v2_skipwed,"entry_price=0.178 outside [0.05, 0.15)",2026-05-03,1,1777795120,1777795120
geo_deep_longshot_v2_skipwed,"entry_price=0.183 outside [0.05, 0.15)",2026-05-03,1,1777787858,1777787858
geo_deep_longshot_v2_skipwed,"entry_price=0.187 outside [0.05, 0.15)",2026-05-03,1,1777797820,1777797820
geo_deep_longshot_v2_skipwed,"entry_price=0.192 outside [0.05, 0.15)",2026-05-02,1,1777766274,1777766274
geo_deep_longshot_v2_skipwed,"entry_price=0.195 outside [0.05, 0.15)",2026-05-02,1,1777764472,1777764472
geo_deep_longshot_v2_skipwed,"entry_price=0.195 outside [0.05, 0.15)",2026-05-03,1,1777782458,1777782458
geo_deep_longshot_v2_skipwed,"entry_price=0.200 outside [0.05, 0.15)",2026-05-02,1,1777761776,1777761776
geo_deep_longshot_v2_skipwed,"entry_price=0.208 outside [0.05, 0.15)",2026-05-02,1,1777766290,1777766290
geo_deep_longshot_v2_skipwed,"entry_price=0.211 outside [0.05, 0.15)",2026-05-03,1,1777767116,1777767116
geo_deep_longshot_v2_skipwed,"entry_price=0.223 outside [0.05, 0.15)",2026-05-02,1,1777766262,1777766262
geo_deep_longshot_v2_skipwed,"entry_price=0.230 outside [0.05, 0.15)",2026-05-03,1,1777774378,1777774378
